preferredName_A,preferredName_B,score
GNAQ,TACR3,0.701
PROK2,TACR3,0.855
TACR3,CHKB,0.732
TACR3,PDYN,0.74
TACR3,CHD7,0.811
TACR3,NSMF,0.887
TACR3,TAC4,0.896
TACR3,KISS1,0.958
TACR3,TAC1,0.993
TACR3,TAC3,0.999
KISS1,PDYN,0.841
PDYN,TAC3,0.885
GAL,PMCH,0.83
SPINT2,PNOC,0.724
SPINT2,PDYN,0.753
PNOC,NAT1,0.767
FNTB,DYRK1A,0.742
FNTB,GNGT1,0.751
FNTB,KRAS,0.759
FNTB,HRAS,0.783
FNTB,CHURC1,0.853
FNTB,ZMPSTE24,0.963
FNTB,RCE1,0.966
GNGT1,HRAS,0.734
GNGT1,FNTA,0.75
KRAS,RCE1,0.801
FNTA,CHURC1,0.902
FNTA,ZMPSTE24,0.953
FNTA,RCE1,0.955
RCE1,HRAS,0.737
RCE1,ZMPSTE24,0.992
PLCG1,DGKG,0.723
PLCB2,DGKG,0.711
PLD2,AGPAT4,0.71
PLD2,AGPAT3,0.736
PLD2,DGKG,0.753
DGKG,PLD3,0.7
DGKG,AGPAT3,0.701
DGKG,AGPAT5,0.701
DGKG,PLCD4,0.703
DGKG,AGPAT2,0.704
DGKG,CDS2,0.708
DGKG,AGPAT4,0.709
DGKG,PLCD3,0.71
DGKG,DGAT1,0.712
DGKG,PLCB1,0.72
DGKG,MBOAT2,0.725
DGKG,MBOAT1,0.729
DGKG,PLCB4,0.73
DGKG,PLCE1,0.809
DGKG,GPD2,0.823
DGKG,GNPAT,0.844
AGPAT5,CDS2,0.93
AGPAT3,CDS2,0.939
MBOAT2,DGAT1,0.719
AGPAT4,CDS2,0.928
PLCD4,PLCD3,0.91
KCNJ2,CACNA1S,0.813
CACNA1C,JPH3,0.731
JPH3,CACNA1D,0.778
JPH3,CACNA1S,0.836
JSRP1,CACNA1S,0.896
STAC2,CACNA1S,0.96
CACNA1S,KCNJ18,0.913
GPX7,ERO1A,0.845
ERO1A,GPX8,0.846
FASTKD3,IARS2,0.762
CS,IARS2,0.702
MTFMT,WARS2,0.724
MTFMT,VARS1,0.733
MTFMT,VARS2,0.761
WARS2,TBX15,0.736
CACNB3,GUK1,0.836
CBX3,CACNB4,0.932
GUK1,CACNB4,0.79
CACNA1E,EFHC1,0.877
PPP2R5D,CACNB4,0.766
SF3A1,UBL5,0.857
SF3A1,PPIH,0.885
SF3A1,USP39,0.916
SF3A1,IK,0.921
SF3A1,SNRNP40,0.94
SF3A1,DDX23,0.955
SF3A1,SNRPA,0.957
SF3A1,SF3B6,0.984
SF3A1,SMU1,0.985
SF3A1,PRPF38A,0.987
SF3A1,WBP4,0.988
SF3A1,TXNL4A,0.989
SF3A1,LSM6,0.991
SF3A1,LSM5,0.991
SF3A1,LSM8,0.991
SF3A1,ZMAT2,0.992
SF3A1,LSM7,0.993
SF3A1,LSM2,0.993
SF3A1,SNU13,0.994
SF3A1,LSM3,0.995
SF3A1,SNRPD3,0.995
SF3A1,PRPF31,0.996
SF3A1,LSM4,0.996
SF3A1,SNRPF,0.997
SF3A1,SNRPB,0.997
SF3A1,PRPF3,0.997
SF3A1,PRPF4,0.998
SF3A1,PHF5A,0.998
SF3A1,SNRPE,0.998
SF3A1,SNRPB2,0.998
SF3A1,SNRPD2,0.998
SF3A1,SF3B3,0.999
SF3A1,SNRNP200,0.999
SF3A1,SF3B2,0.999
SF3A1,PRPF6,0.999
SF3A1,SART1,0.999
SF3A1,MFAP1,0.999
SF3A1,SNRPG,0.999
SF3A1,SF3B5,0.999
SF3A1,SF3A2,0.999
SF3A1,PRPF8,0.999
SF3A1,SNRPA1,0.999
SF3A1,EFTUD2,0.999
SF3A1,SF3A3,0.999
SF3A1,SF3B1,0.999
SF3A1,SF3B4,0.999
SF3A1,SNRPD1,0.999
SNRPD3,PRPF18,0.74
SNRPD3,UBL5,0.894
SNRPD3,PPIH,0.972
SNRPD3,USP39,0.98
SNRPD3,IK,0.983
SNRPD3,WBP4,0.985
SNRPD3,PRPF38A,0.986
SNRPD3,SF3B6,0.99
SNRPD3,SMU1,0.992
SNRPD3,SNRNP40,0.993
SNRPD3,SF3B4,0.995
SNRPD3,PHF5A,0.995
SNRPD3,DDX23,0.996
SNRPD3,SF3B1,0.996
SNRPD3,MFAP1,0.997
SNRPD3,ZMAT2,0.997
SNRPD3,SF3B5,0.998
SNRPD3,SNU13,0.998
SNRPD3,TXNL4A,0.998
SNRPD3,SF3A3,0.998
SNRPD3,SF3B3,0.998
SNRPD3,PRPF4,0.998
SNRPD3,PRPF31,0.998
SNRPD3,SF3B2,0.998
SNRPD3,SART1,0.998
SNRPD3,PRPF3,0.999
SNRPD3,SNRPG,0.999
SNRPD3,LSM6,0.999
SNRPD3,LSM7,0.999
SNRPD3,LSM5,0.999
SNRPD3,SF3A2,0.999
SNRPD3,PRPF8,0.999
SNRPD3,LSM4,0.999
SNRPD3,SNRPA1,0.999
SNRPD3,LSM8,0.999
SNRPD3,EFTUD2,0.999
SNRPD3,LSM2,0.999
SNRPD3,SNRPD1,0.999
SNRPD3,SNRPD2,0.999
SNRPD3,SNRNP200,0.999
SNRPD3,SNRPA,0.999
SNRPD3,SNRPF,0.999
SNRPD3,LSM3,0.999
SNRPD3,SNRPB,0.999
SNRPD3,SNRPE,0.999
SNRPD3,PRPF6,0.999
SNRPD3,SNRPB2,0.999
PHF5A,USP39,0.844
PHF5A,SNRNP40,0.857
PHF5A,PPIH,0.893
PHF5A,UBL5,0.9
PHF5A,DDX23,0.908
PHF5A,SNRPA,0.976
PHF5A,WBP4,0.979
PHF5A,IK,0.98
PHF5A,SMU1,0.983
PHF5A,MFAP1,0.985
PHF5A,PRPF38A,0.985
PHF5A,TXNL4A,0.991
PHF5A,ZMAT2,0.991
PHF5A,PRPF6,0.991
PHF5A,SNU13,0.992
PHF5A,PRPF3,0.992
PHF5A,LSM7,0.993
PHF5A,PRPF8,0.993
PHF5A,PRPF4,0.993
PHF5A,LSM2,0.994
PHF5A,EFTUD2,0.994
PHF5A,LSM6,0.994
PHF5A,LSM4,0.994
PHF5A,LSM5,0.994
PHF5A,LSM3,0.994
PHF5A,SNRPD1,0.995
PHF5A,SNRPB,0.995
PHF5A,LSM8,0.997
PHF5A,SNRPD2,0.997
PHF5A,SNRPA1,0.998
PHF5A,SNRPE,0.998
PHF5A,SNRPF,0.998
PHF5A,PRPF31,0.998
PHF5A,SF3B1,0.999
PHF5A,SF3A3,0.999
PHF5A,SF3B6,0.999
PHF5A,SF3B4,0.999
PHF5A,SF3B5,0.999
PHF5A,SNRPG,0.999
PHF5A,SF3A2,0.999
PHF5A,SNRPB2,0.999
PHF5A,SART1,0.999
PHF5A,SNRNP200,0.999
PHF5A,SF3B3,0.999
PHF5A,SF3B2,0.999
SF3A2,UBL5,0.806
SF3A2,PPIH,0.851
SF3A2,SNRNP40,0.897
SF3A2,IK,0.911
SF3A2,USP39,0.915
SF3A2,DDX23,0.962
SF3A2,WBP4,0.987
SF3A2,PRPF38A,0.988
SF3A2,SMU1,0.988
SF3A2,TXNL4A,0.989
SF3A2,LSM5,0.99
SF3A2,LSM3,0.991
SF3A2,MFAP1,0.991
SF3A2,LSM7,0.991
SF3A2,SNU13,0.991
SF3A2,LSM6,0.992
SF3A2,LSM8,0.993
SF3A2,LSM2,0.994
SF3A2,SNRPA,0.995
SF3A2,ZMAT2,0.995
SF3A2,PRPF4,0.996
SF3A2,LSM4,0.996
SF3A2,SNRPF,0.998
SF3A2,PRPF3,0.998
SF3A2,EFTUD2,0.998
SF3A2,SF3B3,0.999
SF3A2,PRPF31,0.999
SF3A2,SNRNP200,0.999
SF3A2,SF3B2,0.999
SF3A2,SNRPE,0.999
SF3A2,SNRPB,0.999
SF3A2,PRPF6,0.999
SF3A2,SART1,0.999
SF3A2,SNRPB2,0.999
SF3A2,SF3B5,0.999
SF3A2,SNRPG,0.999
SF3A2,PRPF8,0.999
SF3A2,SNRPA1,0.999
SF3A2,SF3B6,0.999
SF3A2,SF3A3,0.999
SF3A2,SF3B1,0.999
SF3A2,SF3B4,0.999
SF3A2,SNRPD2,0.999
SF3A2,SNRPD1,0.999
SF3B6,SNRPA,0.709
SF3B6,WBP4,0.803
SF3B6,PRPF4,0.82
SF3B6,ZMAT2,0.827
SF3B6,PRPF31,0.829
SF3B6,UBL5,0.831
SF3B6,TXNL4A,0.833
SF3B6,PRPF3,0.841
SF3B6,USP39,0.842
SF3B6,DDX23,0.847
SF3B6,LSM2,0.848
SF3B6,LSM6,0.851
SF3B6,LSM8,0.853
SF3B6,SART1,0.855
SF3B6,PRPF38A,0.858
SF3B6,SNU13,0.87
SF3B6,PPIH,0.873
SF3B6,SMU1,0.874
SF3B6,SNRNP200,0.874
SF3B6,LSM4,0.883
SF3B6,LSM5,0.889
SF3B6,EFTUD2,0.927
SF3B6,SNRNP40,0.928
SF3B6,LSM3,0.934
SF3B6,LSM7,0.949
SF3B6,PRPF8,0.953
SF3B6,SNRPB,0.987
SF3B6,SNRPA1,0.989
SF3B6,PRPF6,0.991
SF3B6,MFAP1,0.992
SF3B6,SNRPB2,0.992
SF3B6,SNRPD1,0.995
SF3B6,SNRPF,0.995
SF3B6,SNRPD2,0.996
SF3B6,SF3A3,0.996
SF3B6,SNRPG,0.997
SF3B6,SNRPE,0.998
SF3B6,SF3B4,0.999
SF3B6,SF3B1,0.999
SF3B6,SF3B5,0.999
SF3B6,SF3B2,0.999
SF3B6,SF3B3,0.999
SNRPA,PRPF18,0.738
SNRPA,PPIH,0.743
SNRPA,ZMAT2,0.784
SNRPA,SNRPB2,0.939
SNRPA,DDX23,0.953
SNRPA,USP39,0.956
SNRPA,TXNL4A,0.957
SNRPA,LSM6,0.959
SNRPA,LSM5,0.96
SNRPA,PRPF4,0.962
SNRPA,PRPF3,0.966
SNRPA,LSM3,0.966
SNRPA,LSM7,0.968
SNRPA,LSM8,0.972
SNRPA,SNRNP40,0.972
SNRPA,PRPF31,0.972
SNRPA,SF3B4,0.973
SNRPA,SF3B5,0.973
SNRPA,SNU13,0.974
SNRPA,LSM2,0.985
SNRPA,SF3B3,0.985
SNRPA,LSM4,0.987
SNRPA,PRPF8,0.988
SNRPA,SF3B2,0.988
SNRPA,SART1,0.989
SNRPA,SNRNP200,0.992
SNRPA,PRPF6,0.994
SNRPA,EFTUD2,0.995
SNRPA,SF3B1,0.995
SNRPA,SF3A3,0.997
SNRPA,SNRPD1,0.999
SNRPA,SNRPD2,0.999
SNRPA,SNRPA1,0.999
SNRPA,SNRPG,0.999
SNRPA,SNRPE,0.999
SNRPA,SNRPB,0.999
SNRPA,SNRPF,0.999
SH2D3A,PPIH,0.936
SNRPB2,UBL5,0.816
SNRPB2,PPIH,0.86
SNRPB2,DDX23,0.888
SNRPB2,USP39,0.897
SNRPB2,SMU1,0.981
SNRPB2,IK,0.981
SNRPB2,PRPF38A,0.986
SNRPB2,MFAP1,0.988
SNRPB2,TXNL4A,0.989
SNRPB2,LSM7,0.989
SNRPB2,ZMAT2,0.989
SNRPB2,LSM6,0.99
SNRPB2,PRPF3,0.991
SNRPB2,LSM3,0.992
SNRPB2,LSM2,0.992
SNRPB2,LSM5,0.992
SNRPB2,PRPF4,0.993
SNRPB2,SNRNP40,0.993
SNRPB2,LSM8,0.994
SNRPB2,SNU13,0.994
SNRPB2,LSM4,0.995
SNRPB2,PRPF31,0.996
SNRPB2,SART1,0.997
SNRPB2,WBP4,0.997
SNRPB2,PRPF8,0.997
SNRPB2,PRPF6,0.998
SNRPB2,SNRNP200,0.998
SNRPB2,SF3B1,0.998
SNRPB2,EFTUD2,0.998
SNRPB2,SF3B5,0.998
SNRPB2,SNRPE,0.999
SNRPB2,SNRPB,0.999
SNRPB2,SNRPF,0.999
SNRPB2,SF3B3,0.999
SNRPB2,SF3B2,0.999
SNRPB2,SF3A3,0.999
SNRPB2,SF3B4,0.999
SNRPB2,SNRPD1,0.999
SNRPB2,SNRPD2,0.999
SNRPB2,SNRPG,0.999
SNRPB2,SNRPA1,0.999
LSM8,UBL5,0.925
LSM8,SNRNP40,0.939
LSM8,PPIH,0.966
LSM8,IK,0.98
LSM8,DDX23,0.981
LSM8,MFAP1,0.982
LSM8,WBP4,0.982
LSM8,PRPF38A,0.983
LSM8,SF3B2,0.989
LSM8,USP39,0.99
LSM8,SF3B1,0.991
LSM8,SF3B3,0.991
LSM8,SNU13,0.993
LSM8,SMU1,0.993
LSM8,TXNL4A,0.994
LSM8,SF3B5,0.994
LSM8,SF3B4,0.995
LSM8,SF3A3,0.997
LSM8,SNRPA1,0.997
LSM8,ZMAT2,0.997
LSM8,SNRPG,0.998
LSM8,SNRPB,0.998
LSM8,LSM2,0.999
LSM8,EFTUD2,0.999
LSM8,SNRPD1,0.999
LSM8,SNRPD2,0.999
LSM8,LSM7,0.999
LSM8,LSM6,0.999
LSM8,PRPF3,0.999
LSM8,LSM4,0.999
LSM8,PRPF8,0.999
LSM8,LSM5,0.999
LSM8,PRPF6,0.999
LSM8,SNRPE,0.999
LSM8,SART1,0.999
LSM8,PRPF31,0.999
LSM8,PRPF4,0.999
LSM8,SNRNP200,0.999
LSM8,SNRPF,0.999
LSM8,LSM3,0.999
LSM7,UBL5,0.919
LSM7,SNRNP40,0.926
LSM7,PPIH,0.974
LSM7,IK,0.98
LSM7,SMU1,0.98
LSM7,PRPF38A,0.983
LSM7,MFAP1,0.983
LSM7,WBP4,0.987
LSM7,USP39,0.987
LSM7,SF3B2,0.991
LSM7,SF3B3,0.991
LSM7,SF3B4,0.991
LSM7,SF3B1,0.991
LSM7,SF3A3,0.993
LSM7,DDX23,0.993
LSM7,TXNL4A,0.996
LSM7,PRPF8,0.996
LSM7,SF3B5,0.996
LSM7,SNRPG,0.996
LSM7,SNRPB,0.997
LSM7,SNRPA1,0.997
LSM7,PRPF6,0.998
LSM7,PRPF31,0.998
LSM7,SNRPD1,0.998
LSM7,EFTUD2,0.998
LSM7,SNU13,0.998
LSM7,ZMAT2,0.998
LSM7,PRPF3,0.998
LSM7,SART1,0.999
LSM7,SNRPE,0.999
LSM7,LSM3,0.999
LSM7,SNRNP200,0.999
LSM7,SNRPF,0.999
LSM7,PRPF4,0.999
LSM7,SNRPD2,0.999
LSM7,LSM2,0.999
LSM7,LSM5,0.999
LSM7,LSM4,0.999
LSM7,LSM6,0.999
SNRPA1,PRPF18,0.714
SNRPA1,UBL5,0.816
SNRPA1,PPIH,0.867
SNRPA1,USP39,0.893
SNRPA1,DDX23,0.91
SNRPA1,WBP4,0.979
SNRPA1,IK,0.981
SNRPA1,SMU1,0.984
SNRPA1,PRPF38A,0.988
SNRPA1,TXNL4A,0.992
SNRPA1,LSM5,0.993
SNRPA1,SNU13,0.993
SNRPA1,LSM3,0.995
SNRPA1,SNRNP40,0.997
SNRPA1,ZMAT2,0.997
SNRPA1,LSM2,0.997
SNRPA1,PRPF4,0.998
SNRPA1,PRPF6,0.998
SNRPA1,LSM4,0.998
SNRPA1,PRPF3,0.998
SNRPA1,SF3B2,0.999
SNRPA1,SF3B3,0.999
SNRPA1,SNRPF,0.999
SNRPA1,SNRNP200,0.999
SNRPA1,PRPF31,0.999
SNRPA1,SART1,0.999
SNRPA1,SNRPB,0.999
SNRPA1,SNRPE,0.999
SNRPA1,PRPF8,0.999
SNRPA1,MFAP1,0.999
SNRPA1,SF3B5,0.999
SNRPA1,SNRPG,0.999
SNRPA1,LSM6,0.999
SNRPA1,SNRPD1,0.999
SNRPA1,SNRPD2,0.999
SNRPA1,SF3B4,0.999
SNRPA1,EFTUD2,0.999
SNRPA1,SF3B1,0.999
SNRPA1,SF3A3,0.999
PRPF38A,SNRNP40,0.86
PRPF38A,PPIH,0.946
PRPF38A,SF3B5,0.979
PRPF38A,LSM3,0.981
PRPF38A,SNRPF,0.981
PRPF38A,SNRPD2,0.981
PRPF38A,LSM6,0.981
PRPF38A,SNRPE,0.983
PRPF38A,SNRPB,0.984
PRPF38A,LSM4,0.984
PRPF38A,SF3B2,0.985
PRPF38A,SNU13,0.985
PRPF38A,SF3B3,0.986
PRPF38A,LSM2,0.986
PRPF38A,SNRPD1,0.986
PRPF38A,PRPF4,0.987
PRPF38A,TXNL4A,0.987
PRPF38A,SF3B4,0.987
PRPF38A,SNRPG,0.987
PRPF38A,SF3B1,0.988
PRPF38A,IK,0.99
PRPF38A,PRPF31,0.991
PRPF38A,SNRNP200,0.991
PRPF38A,EFTUD2,0.991
PRPF38A,PRPF3,0.992
PRPF38A,LSM5,0.992
PRPF38A,UBL5,0.993
PRPF38A,PRPF6,0.994
PRPF38A,SART1,0.994
PRPF38A,WBP4,0.994
PRPF38A,SMU1,0.995
PRPF38A,PRPF8,0.995
PRPF38A,SF3A3,0.996
PRPF38A,MFAP1,0.999
PRPF38A,ZMAT2,0.999
SNRNP40,SF3B4,0.806
SNRNP40,UBL5,0.818
SNRNP40,WBP4,0.83
SNRNP40,SF3B5,0.834
SNRNP40,SF3B2,0.849
SNRNP40,SF3B3,0.852
SNRNP40,SMU1,0.861
SNRNP40,IK,0.879
SNRNP40,SF3B1,0.888
SNRNP40,LSM3,0.921
SNRNP40,LSM6,0.927
SNRNP40,PPIH,0.928
SNRNP40,SF3A3,0.935
SNRNP40,LSM5,0.937
SNRNP40,ZMAT2,0.939
SNRNP40,PRPF31,0.944
SNRNP40,LSM2,0.952
SNRNP40,LSM4,0.956
SNRNP40,SNU13,0.967
SNRNP40,SART1,0.983
SNRNP40,USP39,0.985
SNRNP40,PRPF4,0.986
SNRNP40,PRPF3,0.988
SNRNP40,SNRPG,0.991
SNRNP40,MFAP1,0.992
SNRNP40,TXNL4A,0.995
SNRNP40,SNRPD1,0.996
SNRNP40,DDX23,0.997
SNRNP40,SNRPD2,0.998
SNRNP40,SNRPB,0.998
SNRNP40,SNRPF,0.998
SNRNP40,EFTUD2,0.999
SNRNP40,PRPF8,0.999
SNRNP40,SNRPE,0.999
SNRNP40,PRPF6,0.999
SNRNP40,SNRNP200,0.999
PRPF6,PRPF18,0.738
PRPF6,UBL5,0.967
PRPF6,PPIH,0.969
PRPF6,USP39,0.986
PRPF6,WBP4,0.987
PRPF6,SMU1,0.99
PRPF6,SF3B5,0.993
PRPF6,IK,0.995
PRPF6,ZMAT2,0.996
PRPF6,LSM3,0.997
PRPF6,LSM6,0.997
PRPF6,SNRPB,0.998
PRPF6,LSM2,0.998
PRPF6,SF3B3,0.999
PRPF6,SNRNP200,0.999
PRPF6,SNRPF,0.999
PRPF6,PRPF4,0.999
PRPF6,PRPF31,0.999
PRPF6,SF3B2,0.999
PRPF6,SNRPE,0.999
PRPF6,SART1,0.999
PRPF6,PRPF3,0.999
PRPF6,SNRPG,0.999
PRPF6,MFAP1,0.999
PRPF6,LSM4,0.999
PRPF6,LSM5,0.999
PRPF6,PRPF8,0.999
PRPF6,EFTUD2,0.999
PRPF6,SNU13,0.999
PRPF6,DDX23,0.999
PRPF6,SF3B1,0.999
PRPF6,TXNL4A,0.999
PRPF6,SF3A3,0.999
PRPF6,SNRPD2,0.999
PRPF6,SNRPD1,0.999
PRPF6,SF3B4,0.999
SNRPF,PRPF18,0.795
SNRPF,UBL5,0.873
SNRPF,IK,0.983
SNRPF,USP39,0.985
SNRPF,WBP4,0.986
SNRPF,PPIH,0.987
SNRPF,SMU1,0.991
SNRPF,MFAP1,0.991
SNRPF,ZMAT2,0.994
SNRPF,SNU13,0.996
SNRPF,SF3B4,0.996
SNRPF,DDX23,0.997
SNRPF,TXNL4A,0.998
SNRPF,PRPF3,0.998
SNRPF,LSM4,0.998
SNRPF,SNRPB,0.999
SNRPF,SNRPE,0.999
SNRPF,SART1,0.999
SNRPF,LSM3,0.999
SNRPF,SNRNP200,0.999
SNRPF,PRPF31,0.999
SNRPF,PRPF4,0.999
SNRPF,SF3B3,0.999
SNRPF,SF3B2,0.999
SNRPF,SF3B1,0.999
SNRPF,SF3A3,0.999
SNRPF,LSM2,0.999
SNRPF,EFTUD2,0.999
SNRPF,SNRPD2,0.999
SNRPF,SNRPD1,0.999
SNRPF,SF3B5,0.999
SNRPF,LSM6,0.999
SNRPF,SNRPG,0.999
SNRPF,PRPF8,0.999
SNRPF,LSM5,0.999
MFAP1,PPIH,0.941
MFAP1,LSM6,0.982
MFAP1,TXNL4A,0.983
MFAP1,LSM3,0.983
MFAP1,LSM4,0.984
MFAP1,SNRPE,0.984
MFAP1,SF3B2,0.985
MFAP1,LSM5,0.986
MFAP1,SF3B5,0.987
MFAP1,SNU13,0.989
MFAP1,LSM2,0.99
MFAP1,SNRPB,0.993
MFAP1,UBL5,0.993
MFAP1,PRPF3,0.995
MFAP1,IK,0.995
MFAP1,WBP4,0.995
MFAP1,SF3B1,0.999
MFAP1,SF3A3,0.999
MFAP1,EFTUD2,0.999
MFAP1,SNRPD1,0.999
MFAP1,SNRPD2,0.999
MFAP1,SF3B4,0.999
MFAP1,SNRPG,0.999
MFAP1,PRPF8,0.999
MFAP1,ZMAT2,0.999
MFAP1,SMU1,0.999
MFAP1,SART1,0.999
MFAP1,SNRNP200,0.999
MFAP1,PRPF31,0.999
MFAP1,PRPF4,0.999
MFAP1,SF3B3,0.999
TXNL4A,PPIH,0.948
TXNL4A,UBL5,0.972
TXNL4A,IK,0.979
TXNL4A,SMU1,0.98
TXNL4A,WBP4,0.98
TXNL4A,USP39,0.986
TXNL4A,SF3A3,0.99
TXNL4A,SF3B2,0.99
TXNL4A,SF3B3,0.99
TXNL4A,SNRPD1,0.991
TXNL4A,SF3B5,0.991
TXNL4A,SNRPD2,0.992
TXNL4A,SF3B1,0.992
TXNL4A,SF3B4,0.993
TXNL4A,LSM2,0.993
TXNL4A,LSM5,0.993
TXNL4A,LSM3,0.993
TXNL4A,SNU13,0.994
TXNL4A,ZMAT2,0.994
TXNL4A,LSM4,0.994
TXNL4A,SNRPE,0.994
TXNL4A,PRPF4,0.994
TXNL4A,LSM6,0.997
TXNL4A,PRPF3,0.997
TXNL4A,SNRPB,0.997
TXNL4A,SNRPG,0.998
TXNL4A,SART1,0.998
TXNL4A,EFTUD2,0.999
TXNL4A,DDX23,0.999
TXNL4A,PRPF8,0.999
TXNL4A,SNRNP200,0.999
TXNL4A,PRPF31,0.999
SF3B4,UBL5,0.848
SF3B4,PPIH,0.851
SF3B4,USP39,0.855
SF3B4,DDX23,0.862
SF3B4,IK,0.902
SF3B4,SMU1,0.979
SF3B4,LSM3,0.987
SF3B4,LSM5,0.989
SF3B4,LSM6,0.99
SF3B4,LSM4,0.991
SF3B4,ZMAT2,0.991
SF3B4,LSM2,0.991
SF3B4,PRPF31,0.992
SF3B4,WBP4,0.992
SF3B4,SNU13,0.992
SF3B4,SNRPD1,0.993
SF3B4,PRPF4,0.994
SF3B4,SNRPG,0.995
SF3B4,SNRPE,0.996
SF3B4,PRPF3,0.996
SF3B4,SNRPD2,0.996
SF3B4,SNRNP200,0.999
SF3B4,SF3B3,0.999
SF3B4,SF3B2,0.999
SF3B4,SNRPB,0.999
SF3B4,SART1,0.999
SF3B4,SF3B5,0.999
SF3B4,PRPF8,0.999
SF3B4,SF3B1,0.999
SF3B4,SF3A3,0.999
SF3B4,EFTUD2,0.999
ZMAT2,DDX23,0.837
ZMAT2,PPIH,0.953
ZMAT2,UBL5,0.975
ZMAT2,IK,0.979
ZMAT2,SF3B1,0.99
ZMAT2,SF3B5,0.99
ZMAT2,SF3B2,0.991
ZMAT2,SNRPD1,0.991
ZMAT2,SNRPG,0.991
ZMAT2,SNRPB,0.993
ZMAT2,SF3B3,0.993
ZMAT2,SNRPE,0.994
ZMAT2,SNRPD2,0.994
ZMAT2,SNU13,0.994
ZMAT2,LSM5,0.994
ZMAT2,PRPF31,0.995
ZMAT2,SF3A3,0.995
ZMAT2,SMU1,0.996
ZMAT2,WBP4,0.996
ZMAT2,LSM2,0.996
ZMAT2,PRPF8,0.996
ZMAT2,LSM6,0.996
ZMAT2,LSM3,0.997
ZMAT2,PRPF4,0.998
ZMAT2,EFTUD2,0.998
ZMAT2,LSM4,0.998
ZMAT2,PRPF3,0.998
ZMAT2,SART1,0.999
ZMAT2,SNRNP200,0.999
LSM6,PRPF18,0.783
LSM6,UBL5,0.913
LSM6,PPIH,0.965
LSM6,USP39,0.979
LSM6,SMU1,0.98
LSM6,IK,0.98
LSM6,SF3B2,0.989
LSM6,SF3B1,0.99
LSM6,SF3A3,0.99
LSM6,DDX23,0.99
LSM6,SF3B5,0.991
LSM6,SF3B3,0.992
LSM6,WBP4,0.993
LSM6,EFTUD2,0.996
LSM6,SNU13,0.997
LSM6,SNRPB,0.997
LSM6,PRPF8,0.998
LSM6,SNRPG,0.999
LSM6,PRPF3,0.999
LSM6,LSM4,0.999
LSM6,LSM5,0.999
LSM6,LSM2,0.999
LSM6,SNRPD2,0.999
LSM6,SNRPD1,0.999
LSM6,LSM3,0.999
LSM6,SNRNP200,0.999
LSM6,PRPF31,0.999
LSM6,PRPF4,0.999
LSM6,SNRPE,0.999
LSM6,SART1,0.999
SNRPD1,PRPF18,0.841
SNRPD1,UBL5,0.893
SNRPD1,PPIH,0.978
SNRPD1,WBP4,0.98
SNRPD1,IK,0.981
SNRPD1,USP39,0.982
SNRPD1,SMU1,0.985
SNRPD1,SNU13,0.994
SNRPD1,PRPF4,0.996
SNRPD1,LSM5,0.997
SNRPD1,PRPF31,0.998
SNRPD1,SF3B3,0.998
SNRPD1,SF3B1,0.998
SNRPD1,DDX23,0.998
SNRPD1,SF3B5,0.998
SNRPD1,LSM4,0.998
SNRPD1,SNRPB,0.999
SNRPD1,SNRPE,0.999
SNRPD1,SART1,0.999
SNRPD1,SNRNP200,0.999
SNRPD1,LSM3,0.999
SNRPD1,SF3B2,0.999
SNRPD1,SF3A3,0.999
SNRPD1,LSM2,0.999
SNRPD1,EFTUD2,0.999
SNRPD1,SNRPD2,0.999
SNRPD1,SNRPG,0.999
SNRPD1,PRPF3,0.999
SNRPD1,PRPF8,0.999
LSM3,UBL5,0.927
LSM3,PPIH,0.975
LSM3,USP39,0.979
LSM3,IK,0.98
LSM3,WBP4,0.98
LSM3,DDX23,0.983
LSM3,SMU1,0.985
LSM3,SF3B1,0.992
LSM3,SF3B3,0.992
LSM3,SF3B5,0.994
LSM3,SF3B2,0.995
LSM3,SF3A3,0.996
LSM3,SNRPB,0.996
LSM3,EFTUD2,0.997
LSM3,PRPF8,0.997
LSM3,SNU13,0.998
LSM3,SART1,0.998
LSM3,PRPF31,0.998
LSM3,PRPF4,0.998
LSM3,SNRNP200,0.998
LSM3,SNRPD2,0.999
LSM3,LSM2,0.999
LSM3,LSM5,0.999
LSM3,LSM4,0.999
LSM3,SNRPG,0.999
LSM3,PRPF3,0.999
LSM3,SNRPE,0.999
SF3B3,UBL5,0.83
SF3B3,PPIH,0.84
SF3B3,USP39,0.856
SF3B3,DDX23,0.923
SF3B3,WBP4,0.985
SF3B3,IK,0.989
SF3B3,LSM2,0.993
SF3B3,LSM5,0.993
SF3B3,SNU13,0.994
SF3B3,LSM4,0.994
SF3B3,SMU1,0.994
SF3B3,PRPF3,0.995
SF3B3,SNRPB,0.995
SF3B3,PRPF4,0.995
SF3B3,PRPF31,0.997
SF3B3,SNRPD2,0.998
SF3B3,EFTUD2,0.999
SF3B3,SF3B1,0.999
SF3B3,SF3A3,0.999
SF3B3,SF3B5,0.999
SF3B3,SNRPG,0.999
SF3B3,PRPF8,0.999
SF3B3,SNRPE,0.999
SF3B3,SART1,0.999
SF3B3,SNRNP200,0.999
SF3B3,SF3B2,0.999
PPIH,USP39,0.762
PPIH,BAG2,0.794
PPIH,IK,0.805
PPIH,DDX23,0.818
PPIH,SF3B1,0.835
PPIH,SF3B2,0.853
PPIH,SF3A3,0.869
PPIH,SF3B5,0.88
